crop,Location,Year,Plot,Trt,Herbicide,Rate (oz/A),GPA,species,dens,densitym,control
corn,Janesville,2018,106,6,Acuron Flexi,2.25,2.5,giant ragweed,0,1,99
corn,Janesville,2018,202,6,Acuron Flexi,2.25,2.5,giant ragweed,0,1,99
corn,Janesville,2018,314,6,Acuron Flexi,2.25,2.5,giant ragweed,0,1,99
corn,Janesville,2018,408,6,Acuron Flexi,2.25,2.5,giant ragweed,0.5,4,90
corn,Janesville,2018,106,6,Acuron Flexi,2.25,2.5,lambs,0,1,99
corn,Janesville,2018,202,6,Acuron Flexi,2.25,2.5,lambs,0,1,99
corn,Janesville,2018,314,6,Acuron Flexi,2.25,2.5,lambs,0,1,99
corn,Janesville,2018,408,6,Acuron Flexi,2.25,2.5,lambs,0,1,99
corn,Janesville,2018,106,6,Acuron Flexi,2.25,2.5,velvetleaf,0,0,99
corn,Janesville,2018,202,6,Acuron Flexi,2.25,2.5,velvetleaf,0,0,99
corn,Janesville,2018,314,6,Acuron Flexi,2.25,2.5,velvetleaf,0,0,99
corn,Janesville,2018,408,6,Acuron Flexi,2.25,2.5,velvetleaf,0,0,99
corn,Janesville,2018,106,6,Acuron Flexi,2.25,2.5,grass,0,0,99
corn,Janesville,2018,202,6,Acuron Flexi,2.25,2.5,grass,0,0,99
corn,Janesville,2018,314,6,Acuron Flexi,2.25,2.5,grass,0,0,99
corn,Janesville,2018,408,6,Acuron Flexi,2.25,2.5,grass,0,0,99
corn,Janesville,2018,106,6,Acuron Flexi,2.25,2.5,pigweed,0,0,99
corn,Janesville,2018,202,6,Acuron Flexi,2.25,2.5,pigweed,0,0,99
corn,Janesville,2018,314,6,Acuron Flexi,2.25,2.5,pigweed,0,0,99
corn,Janesville,2018,408,6,Acuron Flexi,2.25,2.5,pigweed,0,0,99
corn,Janesville,2018,111,11,Anthem Maxx,4,2.5,giant ragweed,1,8,90
corn,Janesville,2018,201,11,Anthem Maxx,4,2.5,giant ragweed,2,16,70
corn,Janesville,2018,310,11,Anthem Maxx,4,2.5,giant ragweed,0,0,90
corn,Janesville,2018,415,11,Anthem Maxx,4,2.5,giant ragweed,0.5,4,92
corn,Janesville,2018,111,11,Anthem Maxx,4,2.5,lambs,0,0,99
corn,Janesville,2018,201,11,Anthem Maxx,4,2.5,lambs,1,8,85
corn,Janesville,2018,310,11,Anthem Maxx,4,2.5,lambs,4,32,80
corn,Janesville,2018,415,11,Anthem Maxx,4,2.5,lambs,0.5,4,95
corn,Janesville,2018,111,11,Anthem Maxx,4,2.5,velvetleaf,0,0,99
corn,Janesville,2018,201,11,Anthem Maxx,4,2.5,velvetleaf,0.5,4,99
corn,Janesville,2018,310,11,Anthem Maxx,4,2.5,velvetleaf,0,0,85
corn,Janesville,2018,415,11,Anthem Maxx,4,2.5,velvetleaf,0,0,99
corn,Janesville,2018,111,11,Anthem Maxx,4,2.5,grass,0,0,99
corn,Janesville,2018,201,11,Anthem Maxx,4,2.5,grass,0,0,99
corn,Janesville,2018,310,11,Anthem Maxx,4,2.5,grass,0,0,99
corn,Janesville,2018,415,11,Anthem Maxx,4,2.5,grass,0,0,99
corn,Janesville,2018,111,11,Anthem Maxx,4,2.5,pigweed,0,0,99
corn,Janesville,2018,201,11,Anthem Maxx,4,2.5,pigweed,0,0,99
corn,Janesville,2018,310,11,Anthem Maxx,4,2.5,pigweed,0,0,99
corn,Janesville,2018,415,11,Anthem Maxx,4,2.5,pigweed,0,0,99
corn,Arlington,2019,107,7,Acuron Flexi,2.25,5,common ragweed,0,0,99
corn,Arlington,2019,203,7,Acuron Flexi,2.25,5,common ragweed,0,0,99
corn,Arlington,2019,309,7,Acuron Flexi,2.25,5,common ragweed,0,0,99
corn,Arlington,2019,411,7,Acuron Flexi,2.25,5,common ragweed,0,0,99
corn,Arlington,2019,101,1,Resicore,1.75,2.5,velvetleaf,0,0,99
corn,Arlington,2019,212,1,Resicore,1.75,2.5,velvetleaf,0,0,99
corn,Arlington,2019,304,1,Resicore,1.75,2.5,velvetleaf,0,0,99
corn,Arlington,2019,409,1,Resicore,1.75,2.5,velvetleaf,0,0,99
corn,Arlington,2019,101,1,Resicore,1.75,2.5,lambs,0,0,99
corn,Arlington,2019,212,1,Resicore,1.75,2.5,lambs,0,0,99
corn,Arlington,2019,304,1,Resicore,1.75,2.5,lambs,0,0,99
corn,Arlington,2019,409,1,Resicore,1.75,2.5,lambs,0,0,99
corn,Arlington,2019,101,1,Resicore,1.75,2.5,grass,3,16.1,99
corn,Arlington,2019,212,1,Resicore,1.75,2.5,grass,0,0,99
corn,Arlington,2019,304,1,Resicore,1.75,2.5,grass,0,0,99
corn,Arlington,2019,409,1,Resicore,1.75,2.5,grass,0,0,99
corn,Arlington,2019,108,8,Acuron Flexi,2.25,10,common ragweed,0,0,99
corn,Arlington,2019,213,8,Acuron Flexi,2.25,10,common ragweed,0,0,99
corn,Arlington,2019,315,8,Acuron Flexi,2.25,10,common ragweed,0,0,99
corn,Arlington,2019,406,8,Acuron Flexi,2.25,10,common ragweed,0,0,99
corn,Arlington,2019,106,6,Acuron Flexi,2.25,2.5,velvetleaf,0,0,99
corn,Arlington,2019,202,6,Acuron Flexi,2.25,2.5,velvetleaf,0,0,99
corn,Arlington,2019,311,6,Acuron Flexi,2.25,2.5,velvetleaf,0,0,99
corn,Arlington,2019,405,6,Acuron Flexi,2.25,2.5,velvetleaf,0,0,99
corn,Arlington,2019,106,6,Acuron Flexi,2.25,2.5,lambs,0,0,99
corn,Arlington,2019,202,6,Acuron Flexi,2.25,2.5,lambs,0,0,99
corn,Arlington,2019,311,6,Acuron Flexi,2.25,2.5,lambs,0,0,99
corn,Arlington,2019,405,6,Acuron Flexi,2.25,2.5,lambs,0,0,99
corn,Arlington,2019,106,6,Acuron Flexi,2.25,2.5,grass,0,0,99
corn,Arlington,2019,202,6,Acuron Flexi,2.25,2.5,grass,0,0,99
corn,Arlington,2019,311,6,Acuron Flexi,2.25,2.5,grass,0,0,99
corn,Arlington,2019,405,6,Acuron Flexi,2.25,2.5,grass,0,0,99
corn,Arlington,2019,109,9,Acuron Flexi,2.25,15,common ragweed,0,0,99
corn,Arlington,2019,214,9,Acuron Flexi,2.25,15,common ragweed,0,0,99
corn,Arlington,2019,307,9,Acuron Flexi,2.25,15,common ragweed,0,0,99
corn,Arlington,2019,415,9,Acuron Flexi,2.25,15,common ragweed,0,0,99
corn,Arlington,2019,111,11,Anthem Maxx,4,2.5,velvetleaf,0,0,95
corn,Arlington,2019,206,11,Anthem Maxx,4,2.5,velvetleaf,0,0,99
corn,Arlington,2019,316,11,Anthem Maxx,4,2.5,velvetleaf,3,16.1,50
corn,Arlington,2019,401,11,Anthem Maxx,4,2.5,velvetleaf,3,16.1,75
corn,Arlington,2019,111,11,Anthem Maxx,4,2.5,lambs,1,5.4,99
corn,Arlington,2019,206,11,Anthem Maxx,4,2.5,lambs,0,0,99
corn,Arlington,2019,316,11,Anthem Maxx,4,2.5,lambs,0,0,99
corn,Arlington,2019,401,11,Anthem Maxx,4,2.5,lambs,0,0,95
corn,Arlington,2019,111,11,Anthem Maxx,4,2.5,grass,0,0,99
corn,Arlington,2019,206,11,Anthem Maxx,4,2.5,grass,1,5.4,99
corn,Arlington,2019,316,11,Anthem Maxx,4,2.5,grass,1,5.4,99
corn,Arlington,2019,401,11,Anthem Maxx,4,2.5,grass,0,0,90
soybean,Arlington,2018,102,2,Canopy DF,2.25,5,common ragweed,2.5,20,85
soybean,Arlington,2018,208,2,Canopy DF,2.25,5,common ragweed,0,0,95
soybean,Arlington,2018,303,2,Canopy DF,2.25,5,common ragweed,1,8,90
soybean,Arlington,2018,416,2,Canopy DF,2.25,5,common ragweed,0,0,95
soybean,Arlington,2018,102,2,Canopy DF,2.25,5,lambs,0,0,98
soybean,Arlington,2018,208,2,Canopy DF,2.25,5,lambs,0,0,85
soybean,Arlington,2018,303,2,Canopy DF,2.25,5,lambs,0,0,98
soybean,Arlington,2018,416,2,Canopy DF,2.25,5,lambs,0,0,80
soybean,Arlington,2018,102,2,Canopy DF,2.25,5,velvetleaf,0.5,4,95
soybean,Arlington,2018,208,2,Canopy DF,2.25,5,velvetleaf,2.5,20,80
soybean,Arlington,2018,303,2,Canopy DF,2.25,5,velvetleaf,0.5,4,95
soybean,Arlington,2018,416,2,Canopy DF,2.25,5,velvetleaf,0,0,70
soybean,Arlington,2018,102,2,Canopy DF,2.25,5,grass,4.5,36,85
soybean,Arlington,2018,208,2,Canopy DF,2.25,5,grass,4,32,90
soybean,Arlington,2018,303,2,Canopy DF,2.25,5,grass,3,24,80
soybean,Arlington,2018,416,2,Canopy DF,2.25,5,grass,8,64,20
soybean,Arlington,2018,102,2,Canopy DF,2.25,5,smartweed,0,0,99
soybean,Arlington,2018,208,2,Canopy DF,2.25,5,smartweed,1,8,99
soybean,Arlington,2018,303,2,Canopy DF,2.25,5,smartweed,0,0,99
soybean,Arlington,2018,416,2,Canopy DF,2.25,5,smartweed,0,0,99
soybean,Arlington,2018,102,2,Canopy DF,2.25,5,eb nightshade,0,0,99
soybean,Arlington,2018,208,2,Canopy DF,2.25,5,eb nightshade,0,0,99
soybean,Arlington,2018,303,2,Canopy DF,2.25,5,eb nightshade,0,0,99
soybean,Arlington,2018,416,2,Canopy DF,2.25,5,eb nightshade,0,0,99
soybean,Arlington,2018,107,7,Verdict,5,5,common ragweed,2.5,20,88
soybean,Arlington,2018,214,7,Verdict,5,5,common ragweed,0.5,4,92
soybean,Arlington,2018,309,7,Verdict,5,5,common ragweed,1,8,85
soybean,Arlington,2018,415,7,Verdict,5,5,common ragweed,0.5,4,0
soybean,Arlington,2018,107,7,Verdict,5,5,lambs,0,0,99
soybean,Arlington,2018,214,7,Verdict,5,5,lambs,0.5,4,95
soybean,Arlington,2018,309,7,Verdict,5,5,lambs,0,0,95
soybean,Arlington,2018,415,7,Verdict,5,5,lambs,2.5,20,0
soybean,Arlington,2018,107,7,Verdict,5,5,velvetleaf,0,0,99
soybean,Arlington,2018,214,7,Verdict,5,5,velvetleaf,0,0,99
soybean,Arlington,2018,309,7,Verdict,5,5,velvetleaf,2.5,20,90
soybean,Arlington,2018,415,7,Verdict,5,5,velvetleaf,0.5,4,0
soybean,Arlington,2018,107,7,Verdict,5,5,grass,0.5,4,95
soybean,Arlington,2018,214,7,Verdict,5,5,grass,2,16,85
soybean,Arlington,2018,309,7,Verdict,5,5,grass,7,56,75
soybean,Arlington,2018,415,7,Verdict,5,5,grass,10.5,84,0
soybean,Arlington,2018,107,7,Verdict,5,5,smartweed,0,0,99
soybean,Arlington,2018,214,7,Verdict,5,5,smartweed,1,8,99
soybean,Arlington,2018,309,7,Verdict,5,5,smartweed,1,8,99
soybean,Arlington,2018,415,7,Verdict,5,5,smartweed,0,0,99
soybean,Arlington,2018,107,7,Verdict,5,5,eb nightshade,0,0,99
soybean,Arlington,2018,214,7,Verdict,5,5,eb nightshade,0,0,99
soybean,Arlington,2018,309,7,Verdict,5,5,eb nightshade,0,0,99
soybean,Arlington,2018,415,7,Verdict,5,5,eb nightshade,0,0,99
soybean,Arlington,2018,112,12,Fierce,4,5,common ragweed,1,8,95
soybean,Arlington,2018,205,12,Fierce,4,5,common ragweed,0.5,4,96
soybean,Arlington,2018,314,12,Fierce,4,5,common ragweed,0.5,4,90
soybean,Arlington,2018,404,12,Fierce,4,5,common ragweed,0,0,99
soybean,Arlington,2018,112,12,Fierce,4,5,lambs,0.5,4,99
soybean,Arlington,2018,205,12,Fierce,4,5,lambs,0,0,99
soybean,Arlington,2018,314,12,Fierce,4,5,lambs,0,0,90
soybean,Arlington,2018,404,12,Fierce,4,5,lambs,0,0,95
soybean,Arlington,2018,112,12,Fierce,4,5,velvetleaf,0,0,99
soybean,Arlington,2018,205,12,Fierce,4,5,velvetleaf,1,8,95
soybean,Arlington,2018,314,12,Fierce,4,5,velvetleaf,0.5,4,88
soybean,Arlington,2018,404,12,Fierce,4,5,velvetleaf,0,0,98
soybean,Arlington,2018,112,12,Fierce,4,5,grass,0.5,4,95
soybean,Arlington,2018,205,12,Fierce,4,5,grass,1.5,12,95
soybean,Arlington,2018,314,12,Fierce,4,5,grass,1,8,95
soybean,Arlington,2018,404,12,Fierce,4,5,grass,1.5,12,95
soybean,Arlington,2018,112,12,Fierce,4,5,smartweed,0,0,99
soybean,Arlington,2018,205,12,Fierce,4,5,smartweed,0,0,99
soybean,Arlington,2018,314,12,Fierce,4,5,smartweed,0,0,99
soybean,Arlington,2018,404,12,Fierce,4,5,smartweed,0,0,99
soybean,Arlington,2018,112,12,Fierce,4,5,eb nightshade,0,0,99
soybean,Arlington,2018,205,12,Fierce,4,5,eb nightshade,0,0,99
soybean,Arlington,2018,314,12,Fierce,4,5,eb nightshade,0,0,99
soybean,Arlington,2018,404,12,Fierce,4,5,eb nightshade,0,0,99
soybean,Janesville,2018,102,2,Canopy DF,2.25,5,giant ragweed,2,16,10
soybean,Janesville,2018,210,2,Canopy DF,2.25,5,giant ragweed,0,0,90
soybean,Janesville,2018,316,2,Canopy DF,2.25,5,giant ragweed,7.5,60,1
soybean,Janesville,2018,402,2,Canopy DF,2.25,5,giant ragweed,0,0,95
soybean,Janesville,2018,102,2,Canopy DF,2.25,5,lambs,0,0,99
soybean,Janesville,2018,210,2,Canopy DF,2.25,5,lambs,0,0,99
soybean,Janesville,2018,316,2,Canopy DF,2.25,5,lambs,0,0,99
soybean,Janesville,2018,402,2,Canopy DF,2.25,5,lambs,0,0,99
soybean,Janesville,2018,102,2,Canopy DF,2.25,5,velvetleaf,0,0,99
soybean,Janesville,2018,210,2,Canopy DF,2.25,5,velvetleaf,0,0,90
soybean,Janesville,2018,316,2,Canopy DF,2.25,5,velvetleaf,0,0,99
soybean,Janesville,2018,402,2,Canopy DF,2.25,5,velvetleaf,0,0,99
soybean,Janesville,2018,102,2,Canopy DF,2.25,5,grass,1.5,12,60
soybean,Janesville,2018,210,2,Canopy DF,2.25,5,grass,2,16,85
soybean,Janesville,2018,316,2,Canopy DF,2.25,5,grass,0,0,99
soybean,Janesville,2018,402,2,Canopy DF,2.25,5,grass,0.5,4,60
soybean,Janesville,2018,102,2,Canopy DF,2.25,5,pigweed,0,0,99
soybean,Janesville,2018,210,2,Canopy DF,2.25,5,pigweed,0,0,99
soybean,Janesville,2018,316,2,Canopy DF,2.25,5,pigweed,0,0,99
soybean,Janesville,2018,402,2,Canopy DF,2.25,5,pigweed,0,0,99
soybean,Janesville,2018,107,7,Verdict,5,5,giant ragweed,3,24,35
soybean,Janesville,2018,202,7,Verdict,5,5,giant ragweed,0.5,4,99
soybean,Janesville,2018,311,7,Verdict,5,5,giant ragweed,0,0,85
soybean,Janesville,2018,406,7,Verdict,5,5,giant ragweed,0,0,85
soybean,Janesville,2018,107,7,Verdict,5,5,lambs,0,0,99
soybean,Janesville,2018,202,7,Verdict,5,5,lambs,0,0,99
soybean,Janesville,2018,311,7,Verdict,5,5,lambs,2,16,80
soybean,Janesville,2018,406,7,Verdict,5,5,lambs,1,8,80
soybean,Janesville,2018,107,7,Verdict,5,5,velvetleaf,0,0,99
soybean,Janesville,2018,202,7,Verdict,5,5,velvetleaf,0,0,99
soybean,Janesville,2018,311,7,Verdict,5,5,velvetleaf,0.5,4,90
soybean,Janesville,2018,406,7,Verdict,5,5,velvetleaf,0,0,99
soybean,Janesville,2018,107,7,Verdict,5,5,grass,0,0,99
soybean,Janesville,2018,202,7,Verdict,5,5,grass,4,32,99
soybean,Janesville,2018,311,7,Verdict,5,5,grass,0,0,99
soybean,Janesville,2018,406,7,Verdict,5,5,grass,1.5,12,99
soybean,Janesville,2018,107,7,Verdict,5,5,pigweed,0,0,99
soybean,Janesville,2018,202,7,Verdict,5,5,pigweed,0,0,99
soybean,Janesville,2018,311,7,Verdict,5,5,pigweed,0,0,99
soybean,Janesville,2018,406,7,Verdict,5,5,pigweed,0,0,99
soybean,Janesville,2018,112,12,Fierce,4,5,giant ragweed,1.5,12,10
soybean,Janesville,2018,216,12,Fierce,4,5,giant ragweed,1,8,20
soybean,Janesville,2018,307,12,Fierce,4,5,giant ragweed,0.5,4,92
soybean,Janesville,2018,414,12,Fierce,4,5,giant ragweed,2,16,35
soybean,Janesville,2018,112,12,Fierce,4,5,lambs,0,0,99
soybean,Janesville,2018,216,12,Fierce,4,5,lambs,0,0,99
soybean,Janesville,2018,307,12,Fierce,4,5,lambs,0,0,99
soybean,Janesville,2018,414,12,Fierce,4,5,lambs,0,0,99
soybean,Janesville,2018,112,12,Fierce,4,5,velvetleaf,0,0,99
soybean,Janesville,2018,216,12,Fierce,4,5,velvetleaf,0,0,99
soybean,Janesville,2018,307,12,Fierce,4,5,velvetleaf,0,0,99
soybean,Janesville,2018,414,12,Fierce,4,5,velvetleaf,0,0,99
soybean,Janesville,2018,112,12,Fierce,4,5,grass,0,0,99
soybean,Janesville,2018,216,12,Fierce,4,5,grass,0,0,99
soybean,Janesville,2018,307,12,Fierce,4,5,grass,0,0,99
soybean,Janesville,2018,414,12,Fierce,4,5,grass,0,0,99
soybean,Janesville,2018,112,12,Fierce,4,5,pigweed,0,0,99
soybean,Janesville,2018,216,12,Fierce,4,5,pigweed,0,0,99
soybean,Janesville,2018,307,12,Fierce,4,5,pigweed,0,0,99
soybean,Janesville,2018,414,12,Fierce,4,5,pigweed,0,0,99
soybean,Arlington,2019,201,8,Verdict,5,10,common ragweed,0,0,99
soybean,Arlington,2019,102,2,Canopy DF,2.25,5,velvetleaf,0,0,99
soybean,Arlington,2019,102,2,Canopy DF,2.25,5,lambs,0,0,99
soybean,Arlington,2019,102,2,Canopy DF,2.25,5,grass,2,10.8,90
soybean,Arlington,2019,202,6,Verdict,5,2.5,common ragweed,1,5.4,91
soybean,Arlington,2019,214,2,Canopy DF,2.25,5,velvetleaf,0,0,98
soybean,Arlington,2019,214,2,Canopy DF,2.25,5,lambs,0,0,99
soybean,Arlington,2019,214,2,Canopy DF,2.25,5,grass,1,5.4,99
soybean,Arlington,2019,203,12,Fierce,4,5,common ragweed,0,0,95
soybean,Arlington,2019,303,2,Canopy DF,2.25,5,velvetleaf,0,0,99
soybean,Arlington,2019,303,2,Canopy DF,2.25,5,lambs,0,0,99
soybean,Arlington,2019,303,2,Canopy DF,2.25,5,grass,0,0,97
soybean,Arlington,2019,204,16,Check,0,0,common ragweed,5,26.9,84
soybean,Arlington,2019,412,2,Canopy DF,2.25,5,velvetleaf,0,0,99
soybean,Arlington,2019,412,2,Canopy DF,2.25,5,lambs,1,5.4,97
soybean,Arlington,2019,412,2,Canopy DF,2.25,5,grass,1,5.4,99
soybean,Arlington,2019,205,1,Canopy DF,2.25,2.5,common ragweed,1,5.4,92
soybean,Arlington,2019,107,7,Verdict,5,5,velvetleaf,0,0,96
soybean,Arlington,2019,107,7,Verdict,5,5,lambs,0,0,98
soybean,Arlington,2019,107,7,Verdict,5,5,grass,0,0,85
soybean,Arlington,2019,206,9,Verdict,5,15,common ragweed,3,16.1,85
soybean,Arlington,2019,208,7,Verdict,5,5,velvetleaf,0,0,99
soybean,Arlington,2019,208,7,Verdict,5,5,lambs,0,0,94
soybean,Arlington,2019,208,7,Verdict,5,5,grass,1,5.4,85
soybean,Arlington,2019,207,4,Canopy DF,2.25,15,common ragweed,5,26.9,80
soybean,Arlington,2019,314,7,Verdict,5,5,velvetleaf,1,5.4,92
soybean,Arlington,2019,314,7,Verdict,5,5,lambs,0,0,95
soybean,Arlington,2019,314,7,Verdict,5,5,grass,0,0,94
soybean,Arlington,2019,208,7,Verdict,5,5,common ragweed,5,26.9,70
soybean,Arlington,2019,406,7,Verdict,5,5,velvetleaf,1,5.4,95
soybean,Arlington,2019,406,7,Verdict,5,5,lambs,1,5.4,87
soybean,Arlington,2019,406,7,Verdict,5,5,grass,0,0,94
soybean,Arlington,2019,209,3,Canopy DF,2.25,10,common ragweed,0,0,99
soybean,Arlington,2019,112,12,Fierce,4,5,velvetleaf,0,0,99
soybean,Arlington,2019,112,12,Fierce,4,5,lambs,0,0,99
soybean,Arlington,2019,112,12,Fierce,4,5,grass,0,0,99
soybean,Arlington,2019,210,11,Fierce,4,2.5,common ragweed,0,0,99
soybean,Arlington,2019,203,12,Fierce,4,5,velvetleaf,0,0,99
soybean,Arlington,2019,203,12,Fierce,4,5,lambs,0,0,99
soybean,Arlington,2019,203,12,Fierce,4,5,grass,0,0,99
soybean,Arlington,2019,211,5,Canopy DF,2.25,17.5,common ragweed,1,5.4,92
soybean,Arlington,2019,309,12,Fierce,4,5,velvetleaf,0,0,99
soybean,Arlington,2019,309,12,Fierce,4,5,lambs,0,0,96
soybean,Arlington,2019,309,12,Fierce,4,5,grass,1,5.4,99
soybean,Arlington,2019,212,15,Fierce,4,17.5,common ragweed,0,0,97
soybean,Arlington,2019,405,12,Fierce,4,5,velvetleaf,0,0,99
soybean,Arlington,2019,405,12,Fierce,4,5,lambs,0,0,99
soybean,Arlington,2019,405,12,Fierce,4,5,grass,0,0,99
corn,Arlington,2018,102,2,Resicore,1.75,5,common ragweed,0,0,99
corn,Arlington,2018,215,2,Resicore,1.75,5,common ragweed,0,0,99
corn,Arlington,2018,310,2,Resicore,1.75,5,common ragweed,0,0,95
corn,Arlington,2018,405,2,Resicore,1.75,5,common ragweed,0,0,99
corn,Arlington,2018,102,2,Resicore,1.75,5,lambs,0,0,99
corn,Arlington,2018,215,2,Resicore,1.75,5,lambs,0,0,99
corn,Arlington,2018,310,2,Resicore,1.75,5,lambs,0,0,95
corn,Arlington,2018,405,2,Resicore,1.75,5,lambs,0,0,99
corn,Arlington,2018,102,2,Resicore,1.75,5,velvetleaf,0,0,99
corn,Arlington,2018,215,2,Resicore,1.75,5,velvetleaf,0,0,99
corn,Arlington,2018,310,2,Resicore,1.75,5,velvetleaf,0,0,95
corn,Arlington,2018,405,2,Resicore,1.75,5,velvetleaf,0,0,99
corn,Arlington,2018,102,2,Resicore,1.75,5,grass,5.5,44,80
corn,Arlington,2018,215,2,Resicore,1.75,5,grass,1,8,85
corn,Arlington,2018,310,2,Resicore,1.75,5,grass,6.5,52,80
corn,Arlington,2018,405,2,Resicore,1.75,5,grass,0,0,99
corn,Arlington,2018,107,7,Acuron Flexi,2.25,5,common ragweed,0,0,99
corn,Arlington,2018,202,7,Acuron Flexi,2.25,5,common ragweed,0,0,95
corn,Arlington,2018,314,7,Acuron Flexi,2.25,5,common ragweed,0,0,95
corn,Arlington,2018,410,7,Acuron Flexi,2.25,5,common ragweed,0,0,99
corn,Arlington,2018,107,7,Acuron Flexi,2.25,5,lambs,0,0,90
corn,Arlington,2018,202,7,Acuron Flexi,2.25,5,lambs,0,0,98
corn,Arlington,2018,314,7,Acuron Flexi,2.25,5,lambs,0,0,95
corn,Arlington,2018,410,7,Acuron Flexi,2.25,5,lambs,0,0,99
corn,Arlington,2018,107,7,Acuron Flexi,2.25,5,velvetleaf,0,0,90
corn,Arlington,2018,202,7,Acuron Flexi,2.25,5,velvetleaf,0,0,88
corn,Arlington,2018,314,7,Acuron Flexi,2.25,5,velvetleaf,0,0,95
corn,Arlington,2018,410,7,Acuron Flexi,2.25,5,velvetleaf,0,0,99
corn,Arlington,2018,107,7,Acuron Flexi,2.25,5,grass,6.5,52,80
corn,Arlington,2018,202,7,Acuron Flexi,2.25,5,grass,5.5,44,60
corn,Arlington,2018,314,7,Acuron Flexi,2.25,5,grass,4.5,36,80
corn,Arlington,2018,410,7,Acuron Flexi,2.25,5,grass,0,0,99
corn,Arlington,2018,112,12,Anthem Maxx,4,5,common ragweed,0,0,80
corn,Arlington,2018,205,12,Anthem Maxx,4,5,common ragweed,0.5,4,20
corn,Arlington,2018,311,12,Anthem Maxx,4,5,common ragweed,0.5,4,20
corn,Arlington,2018,404,12,Anthem Maxx,4,5,common ragweed,0,0,99
corn,Arlington,2018,112,12,Anthem Maxx,4,5,lambs,1.5,12,70
corn,Arlington,2018,205,12,Anthem Maxx,4,5,lambs,1.5,12,20
corn,Arlington,2018,311,12,Anthem Maxx,4,5,lambs,3.5,28,15
corn,Arlington,2018,404,12,Anthem Maxx,4,5,lambs,0,0,99
corn,Arlington,2018,112,12,Anthem Maxx,4,5,velvetleaf,0.5,4,80
corn,Arlington,2018,205,12,Anthem Maxx,4,5,velvetleaf,0,0,20
corn,Arlington,2018,311,12,Anthem Maxx,4,5,velvetleaf,0.5,4,20
corn,Arlington,2018,404,12,Anthem Maxx,4,5,velvetleaf,0,0,99
corn,Arlington,2018,112,12,Anthem Maxx,4,5,grass,3.5,28,20
corn,Arlington,2018,205,12,Anthem Maxx,4,5,grass,7,56,20
corn,Arlington,2018,311,12,Anthem Maxx,4,5,grass,3.5,28,20
corn,Arlington,2018,404,12,Anthem Maxx,4,5,grass,0,0,99
corn,Janesville,2018,102,2,Resicore,1.75,5,giant ragweed,1.5,12,90
corn,Janesville,2018,209,2,Resicore,1.75,5,giant ragweed,0,0,99
corn,Janesville,2018,304,2,Resicore,1.75,5,giant ragweed,0,0,99
corn,Janesville,2018,414,2,Resicore,1.75,5,giant ragweed,0,0,99
corn,Janesville,2018,102,2,Resicore,1.75,5,lambs,0,0,99
corn,Janesville,2018,209,2,Resicore,1.75,5,lambs,0,0,99
corn,Janesville,2018,304,2,Resicore,1.75,5,lambs,0,0,99
corn,Janesville,2018,414,2,Resicore,1.75,5,lambs,0.5,4,98
corn,Janesville,2018,102,2,Resicore,1.75,5,velvetleaf,0,0,99
corn,Janesville,2018,209,2,Resicore,1.75,5,velvetleaf,0,0,99
corn,Janesville,2018,304,2,Resicore,1.75,5,velvetleaf,0,0,99
corn,Janesville,2018,414,2,Resicore,1.75,5,velvetleaf,0,0,99
corn,Janesville,2018,102,2,Resicore,1.75,5,grass,0,0,97
corn,Janesville,2018,209,2,Resicore,1.75,5,grass,0,0,97
corn,Janesville,2018,304,2,Resicore,1.75,5,grass,0,0,97
corn,Janesville,2018,414,2,Resicore,1.75,5,grass,0,0,97
corn,Janesville,2018,102,2,Resicore,1.75,5,pigweed,0,0,99
corn,Janesville,2018,209,2,Resicore,1.75,5,pigweed,0,0,99
corn,Janesville,2018,304,2,Resicore,1.75,5,pigweed,0,0,99
corn,Janesville,2018,414,2,Resicore,1.75,5,pigweed,0,0,99
corn,Janesville,2018,107,7,Acuron Flexi,2.25,5,giant ragweed,0,0,99
corn,Janesville,2018,215,7,Acuron Flexi,2.25,5,giant ragweed,0,0,99
corn,Janesville,2018,301,7,Acuron Flexi,2.25,5,giant ragweed,2,16,60
corn,Janesville,2018,406,7,Acuron Flexi,2.25,5,giant ragweed,2,16,85
corn,Janesville,2018,107,7,Acuron Flexi,2.25,5,lambs,0,0,99
corn,Janesville,2018,215,7,Acuron Flexi,2.25,5,lambs,0,0,99
corn,Janesville,2018,301,7,Acuron Flexi,2.25,5,lambs,0,0,90
corn,Janesville,2018,406,7,Acuron Flexi,2.25,5,lambs,0,0,99
corn,Janesville,2018,107,7,Acuron Flexi,2.25,5,velvetleaf,0,0,99
corn,Janesville,2018,215,7,Acuron Flexi,2.25,5,velvetleaf,0,0,99
corn,Janesville,2018,301,7,Acuron Flexi,2.25,5,velvetleaf,0,0,99
corn,Janesville,2018,406,7,Acuron Flexi,2.25,5,velvetleaf,0,0,99
corn,Janesville,2018,107,7,Acuron Flexi,2.25,5,grass,0,0,99
corn,Janesville,2018,215,7,Acuron Flexi,2.25,5,grass,0,0,99
corn,Janesville,2018,301,7,Acuron Flexi,2.25,5,grass,0,0,99
corn,Janesville,2018,406,7,Acuron Flexi,2.25,5,grass,0,0,99
corn,Janesville,2018,107,7,Acuron Flexi,2.25,5,pigweed,0,0,99
corn,Janesville,2018,215,7,Acuron Flexi,2.25,5,pigweed,0,0,99
